ZONE_TYPE,ZONE_CLASS,EDIT_STATU,EDIT_DATE,PD_PREFIX,PD_NUM,ORDINANCE_,ORDINANCE1
5,PD 510,ACTIVE,,WM,510,,
3,M1-2,ACTIVE,,,0,,
3,M2-3,ACTIVE,,,0,,
5,PD 419,ACTIVE,,W,419,,
5,PD 758,ACTIVE,,WCM,758,,
5,PD 663,ACTIVE,,M,663,,
1,B3-2,ACTIVE,09/24/03,,0,13955,07/29/03
5,PD 868,ACTIVE,10/03/03,WB,868,13931,06/04/03
2,C1-1,ACTIVE,08/13/04,,0,14376,06/23/04
4,RT-4,ACTIVE,08/13/04,,0,14113,06/23/04
4,RT-4,ACTIVE,,,0,,
5,PD 464,ACTIVE,,S,464,,
4,RM-5,ACTIVE,,,0,,
4,RM-5,ACTIVE,10/03/03,,0,A5190,07/29/03
4,RT-4,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
3,M2-2,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,09/25/02,,0,13975,07/29/03
1,B1-1,ACTIVE,,,0,,
3,M2-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/16/05,,0,,
1,B3-1,ACTIVE,05/17/04,,0,14212,03/31/04
4,RT-4,ACTIVE,10/09/03,,0,14069,09/04/03
1,B3-1,ACTIVE,09/22/03,,0,13954,06/04/03
4,RT-4,ACTIVE,09/22/03,,0,13952,06/04/03
4,RS-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,10/01/03,,0,A5114,06/04/03
2,C1-2,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
5,PD 875,ACTIVE,09/23/03,B,875,13941,07/29/03
1,B3-2,ACTIVE,09/29/03,,0,13940,06/04/03
4,RM-5,ACTIVE,05/17/04,,0,A5324,03/31/04
12,POS-1,ACTIVE,03/03/05,,0,,
12,POS-2,ACTIVE,03/03/05,,0,,
5,PD 876,ACTIVE,10/03/03,I,876,13562,07/29/03
1,B3-2,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
4,RM-6,ACTIVE,10/07/03,,0,14027,09/04/03
3,M2-1,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
5,PD 198,ACTIVE,,RB,198,,
2,C1-5,ACTIVE,,,0,,
5,PD 294,ACTIVE,,B,294,,
4,RS-3,ACTIVE,05/17/04,,0,14204,03/31/04
4,RT-4,ACTIVE,05/19/04,,0,14210,03/31/04
1,B3-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/16/05,,0,,
4,RT-4,ACTIVE,12/16/02,,0,,
4,RT-4,ACTIVE,09/25/03,,0,A5143,07/29/03
4,RT-4,ACTIVE,09/25/03,,0,A5145,07/29/03
4,RS-3,ACTIVE,05/17/04,,0,14203,03/31/04
3,M1-1,ACTIVE,,,0,,
3,M1-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
3,M1-1,ACTIVE,,,0,,
3,M2-1,ACTIVE,,,0,,
3,M3-2,ACTIVE,,,0,,
3,M2-2,ACTIVE,,,0,,
5,PD 678,ACTIVE,,RB,678,,
4,RM-5,ACTIVE,05/19/04,,0,14198,03/31/04
2,C1-2,ACTIVE,09/30/03,,0,13993,07/29/03
5,PD 495,ACTIVE,,M,495,,
5,PD 8,ACTIVE,,M,8,,
3,M3-3,ACTIVE,,,0,,
5,PD 877,ACTIVE,09/23/03,I,877,13919,07/29/03
2,C1-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,05/19/04,,0,14218,03/31/04
4,RT-4,ACTIVE,12/11/03,,0,,
5,PD 844,ACTIVE,11/14/03,B,844,13587,09/04/02
1,B1-1,ACTIVE,12/17/02,,0,,
2,C1-1,ACTIVE,,,0,,
1,B3-3,ACTIVE,06/11/04,,0,14200,05/05/04
3,M1-2,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,05/19/04,,0,14125,03/31/04
1,B3-1,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
1,B3-1,ACTIVE,08/18/04,,0,14338,
1,B1-3,ACTIVE,03/19/03,,0,,
1,B1-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,10/20/04,,0,14476,08/26/04
4,RT-3.5,ACTIVE,10/20/04,,0,14464,08/26/04
1,B3-2,ACTIVE,,,0,,
4,RM-5,ACTIVE,07/02/04,,0,14300,05/26/04
12,POS-2,ACTIVE,02/15/05,,0,,
4,RS-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/15/05,,0,,
4,RS-3,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-1,ACTIVE,02/15/05,,0,,
5,PD 882,ACTIVE,11/24/03,B,882,14056,11/05/03
1,B3-2,ACTIVE,07/02/04,,0,A5533,05/26/04
7,DX-7,ACTIVE,,,0,,
1,B3-1,ACTIVE,09/23/03,,0,13944,06/04/03
1,B1-2,ACTIVE,07/02/04,,0,14312,05/26/04
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,05/26/04,,0,14217,03/31/04
2,C2-1,ACTIVE,05/21/04,,0,14219,03/31/04
4,RT-4,ACTIVE,06/11/04,,0,14238,05/05/04
2,C1-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/15/05,,0,,
1,B3-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
5,PD 906,ACTIVE,06/04/04,RB,906,14194,03/31/04
4,RS-3,ACTIVE,06/09/04,,0,14265,05/05/04
5,PD 901,ACTIVE,06/04/04,RB,901,A4843,03/31/04
2,C1-3,ACTIVE,06/14/04,,0,14268,05/05/04
12,POS-2,ACTIVE,02/15/05,,0,,
5,PD 879,ACTIVE,06/21/04,R,879,13991,09/04/03
12,POS-1,ACTIVE,02/14/05,,0,,
1,B1-2,ACTIVE,,,0,,
12,POS-1,ACTIVE,02/15/05,,0,,
4,RS-3,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
5,PD 680,ACTIVE,,WC,680,,
4,RT-4,ACTIVE,06/11/04,,0,14240,05/05/04
5,PD 208,ACTIVE,,RB,208,,
2,C1-2,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
4,RS-2,ACTIVE,03/13/03,,0,,
1,B1-1,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
2,C2-3,ACTIVE,,,0,,
5,PD 742,ACTIVE,,I,742,,
1,B3-2,ACTIVE,,,0,,
5,PD 47,ACTIVE,,R,47,,
1,B3-3,ACTIVE,,,0,,
5,PD 47,ACTIVE,,R,47,,
2,C2-2,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
5,PD 804,ACTIVE,,W,804,,
1,B1-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
5,PD 323,ACTIVE,,W,323,,
5,PD 804,ACTIVE,,W,804,,
1,B3-1,ACTIVE,,,0,,
2,C1-1,ACTIVE,08/02/05,I,154,A4865,05/01/02
4,RS-3,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
1,B3-1,ACTIVE,04/05/04,,0,14176,02/11/04
3,M1-1,ACTIVE,,,0,,
4,RM-5,ACTIVE,12/16/03,,0,,
3,M2-3,ACTIVE,,,0,,
3,M1-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,07/26/04,,0,14318,06/23/04
4,RM-5,ACTIVE,,,0,,
4,RM-6,ACTIVE,12/18/03,,0,14119,11/19/03
1,B3-3,ACTIVE,12/18/03,,0,14124,11/19/03
1,B3-2,ACTIVE,05/28/04,,0,A5463,03/31/04
1,B1-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B1-2,ACTIVE,05/28/04,,0,14201,03/31/04
1,B1-1,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
1,B1-3,ACTIVE,06/18/07,,0,,
1,B3-3,ACTIVE,05/28/04,,0,14223,03/31/04
4,RT-4,ACTIVE,01/28/04,,0,14129,12/17/03
1,B1-2,ACTIVE,06/14/04,,0,14248,05/05/04
4,RM-5.5,ACTIVE,05/24/07,,0,A5580,12/13/06
4,RM-5,ACTIVE,06/14/04,,0,14251,05/05/04
5,PD 225,ACTIVE,,RB,225,,
1,B3-3,ACTIVE,04/26/04,,0,14177,02/11/04
4,RT-4,ACTIVE,11/21/03,,0,A5306,11/05/03
4,RT-4,ACTIVE,04/09/04,,0,A5335,02/11/04
4,RS-3,ACTIVE,04/12/04,,0,A5336,02/11/04
4,RT-4,ACTIVE,,,0,,
3,M1-3,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
2,C2-3,ACTIVE,04/23/04,,0,14153,12/17/03
2,C2-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,05/14/04,,0,14226,03/31/04
1,B3-2,ACTIVE,01/11/03,,0,A4927,
2,C2-1,ACTIVE,01/11/03,,0,14317,06/23/04
4,RS-3,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,14316,06/23/04
1,B3-1,ACTIVE,,,0,,
2,C2-1,ACTIVE,,,0,,
1,B1-3,ACTIVE,08/13/04,,0,14370,06/23/04
3,M2-3,ACTIVE,,,0,,
2,C1-5,ACTIVE,,,0,,
4,RT-4,ACTIVE,04/09/04,,0,A5334,02/11/04
4,RT-4,ACTIVE,04/09/04,,0,A5332,02/11/04
5,PD 679,ACTIVE,,RCAP,679,,
4,RT-4,ACTIVE,,,0,14244,05/05/04
2,C2-2,ACTIVE,03/10/03,,0,,
1,B3-1,ACTIVE,04/02/04,,0,,
1,B3-2,ACTIVE,,,0,,
4,RM-6,ACTIVE,04/02/04,,0,14188,02/11/04
1,B3-2,ACTIVE,,,0,,
3,M2-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,04/09/04,,0,A5331,02/11/04
2,C1-1,ACTIVE,04/26/04,,0,14159,02/11/04
3,M1-2,ACTIVE,,,0,,
2,C1-1,ACTIVE,11/25/03,,0,A5205,11/05/03
1,B3-2,ACTIVE,11/18/03,,0,A5170,11/05/03
4,RT-4,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
5,PD 609,ACTIVE,,RB,609,,
5,PD 509,ACTIVE,,B,509,,
1,B1-1,ACTIVE,04/08/05,,0,A5393,02/09/05
5,PD 82,ACTIVE,04/11/05,I,82,14071,02/09/05
5,PD 1031,ACTIVE,05/31/11,W,1031,15486,09/13/06
4,RT-3.5,ACTIVE,04/08/05,,0,14645,01/11/05
4,RS-3,ACTIVE,12/17/02,,0,,
4,RS-3,ACTIVE,12/17/02,,0,,
3,M1-1,ACTIVE,06/01/11,,0,,
2,C1-3,ACTIVE,04/08/05,,0,14722,02/09/05
4,RM-4.5,ACTIVE,04/11/05,,0,14706,02/09/05
4,RT-4,ACTIVE,04/11/05,,0,14700,02/09/05
1,B3-2,ACTIVE,04/12/05,,0,A5490,03/09/05
4,RS-3,ACTIVE,06/07/11,,0,,
1,B3-2,ACTIVE,04/12/05,,0,A5491,03/09/05
1,B3-5,ACTIVE,11/10/04,,0,13312,06/06/01
1,B3-2,ACTIVE,04/12/05,,0,A5492,03/09/05
9,DR-10,ACTIVE,01/04/05,,0,A5447,07/21/04
1,B3-3,ACTIVE,06/03/03,,0,13832,02/05/03
1,B3-3,ACTIVE,06/09/03,,0,13891,05/07/03
4,RT-4,ACTIVE,,,0,,
1,B1-3,ACTIVE,03/31/04,,0,14184,02/11/04
4,RT-4,ACTIVE,10/27/04,,0,14287,08/26/04
12,POS-2,ACTIVE,03/25/05,,0,,
4,RT-4,ACTIVE,04/20/05,,0,14628,03/09/05
12,POS-2,ACTIVE,03/25/05,,0,,
2,C1-2,ACTIVE,,,0,,
1,B3-3,ACTIVE,04/20/05,,0,14348,03/09/05
4,RS-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/25/05,,0,,
1,B2-3,ACTIVE,05/12/05,,0,14823,04/06/05
2,C1-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,04/21/05,,0,,
4,RS-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,04/08/05,,0,14690,02/09/05
4,RS-3,ACTIVE,,,0,,
4,RM-5,ACTIVE,04/15/05,,0,14702,03/09/05
4,RT-4,ACTIVE,06/02/03,,0,A5067,02/05/03
1,B3-3,ACTIVE,03/23/05,,0,A4990,10/02/02
1,B1-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
2,C2-1,ACTIVE,01/14/03,,0,13721,
1,B3-3,ACTIVE,06/03/03,,0,13722,09/04/02
4,RT-3.5,ACTIVE,04/18/05,,0,14728,03/09/05
1,B3-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,04/19/05,,0,14685,
4,RS-3,ACTIVE,10/01/03,,0,13996,07/29/03
12,POS-2,ACTIVE,04/21/05,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
1,B1-2,ACTIVE,,,0,,
12,POS-1,ACTIVE,04/22/05,,0,,
1,B3-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
12,POS-1,ACTIVE,04/22/05,,0,,
1,B3-2,ACTIVE,06/13/05,,0,14799,05/11/05
1,B3-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
4,RS-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
3,M1-2,ACTIVE,04/22/05,,0,,
1,B3-3,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
2,C1-3,ACTIVE,06/22/11,,0,14781,06/28/06
2,C1-2,ACTIVE,06/22/11,,0,,
4,RM-5,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
4,RS-3,ACTIVE,04/22/05,,0,14643,03/09/05
1,B2-2,ACTIVE,04/22/05,,0,14555,03/09/05
4,RT-4,ACTIVE,04/25/05,,0,,03/09/05
2,C1-1,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
5,PD 953,ACTIVE,04/28/05,R,953,14775,03/09/05
5,PD 735,ACTIVE,05/02/05,RB,735,12821,02/16/00
7,DX-12,ACTIVE,05/03/05,,0,,
4,RT-3.5,ACTIVE,05/11/05,,0,14573,04/06/05
4,RS-3,ACTIVE,05/11/05,,0,14821,04/06/05
1,B1-2,ACTIVE,,,0,,
7,DX-3,ACTIVE,07/01/11,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-1,ACTIVE,05/11/05,,0,14792,04/06/05
1,B1-1,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
1,B2-3,ACTIVE,05/11/05,,0,14803,04/06/05
4,RT-4,ACTIVE,05/12/05,,0,14743,04/06/05
1,B3-2,ACTIVE,05/12/05,,0,14834,04/06/05
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,05/13/05,,0,,
4,RS-3,ACTIVE,,,0,,
1,B3-1,ACTIVE,05/12/05,,0,14789,04/06/05
3,M1-2,ACTIVE,,,0,,
3,M2-3,ACTIVE,,,0,,
5,PD955,ACTIVE,05/12/05,R,0,14650,04/06/05
4,RS-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,07/13/11,,0,,
4,RS-3,ACTIVE,05/13/05,,0,,
4,RS-1,ACTIVE,,,0,,
2,C2-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
3,M1-1,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
4,RM-4.5,ACTIVE,05/11/05,,0,14833,04/06/05
3,M2-3,ACTIVE,,,0,,
5,PD 957,ACTIVE,05/11/05,RB,957,14649,04/06/05
3,M3-3,ACTIVE,,,0,,
1,B2-2,ACTIVE,05/11/05,,0,14824,04/06/05
4,RT-3.5,ACTIVE,05/11/05,,0,14832,04/06/05
4,RS-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,10/01/03,,0,A5138,06/04/03
1,B3-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
5,PD 216,ACTIVE,,I,216,,
5,PD 562,ACTIVE,,R,562,,
5,PD 811,ACTIVE,,B,811,,
1,B3-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
4,RS-2,ACTIVE,,,0,,
5,PD 881,ACTIVE,10/09/03,I,881,A5247,09/04/03
4,RT-4,ACTIVE,01/28/05,,0,14364,09/15/04
1,B1-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,01/03/05,,0,14568,12/01/04
3,M1-1,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
12,POS-1,ACTIVE,02/18/05,,0,,
5,PD 650,ACTIVE,,R,650,,
7,DX-7,ACTIVE,,,0,,
4,RM-5,ACTIVE,01/13/03,,0,13624,
4,RM-5,ACTIVE,10/23/07,,0,,
5,PD 291,ACTIVE,10/23/07,PD,291,,
10,DS-3,ACTIVE,05/23/05,,0,A5644,12/01/04
5,PD 450,ACTIVE,07/30/04,B,450,A5526,06/23/04
4,RT-4,ACTIVE,05/19/05,,0,13792,11/06/02
4,RS-1,ACTIVE,05/20/05,,0,,
1,B3-5,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
5,PD 261,ACTIVE,,R,261,,
12,POS-2,ACTIVE,02/07/05,,0,,
12,POS-1,ACTIVE,02/07/05,,0,,
12,POS-1,ACTIVE,06/01/05,,0,,
1,B3-5,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/16/05,,0,,
12,POS-2,ACTIVE,02/16/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
5,PD 557,ACTIVE,,I,557,,
5,PD 540,ACTIVE,,R,540,,
5,PD 32,ACTIVE,,,32,,
3,M1-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/07/05,,0,,
12,POS-2,ACTIVE,02/17/05,,0,,
1,B1-3,ACTIVE,,,0,,
1,B1-1,ACTIVE,02/09/05,,0,,
1,B1-1,ACTIVE,02/09/05,,0,,
12,POS-2,ACTIVE,05/24/05,,0,,
12,POS-2,ACTIVE,02/16/05,,0,,
12,POS-1,ACTIVE,05/27/05,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-3,ACTIVE,,,0,,
4,RS-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/28/05,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RS-3,ACTIVE,10/01/03,,0,13996,07/29/03
4,RS-3,ACTIVE,10/01/03,,0,13996,07/29/03
4,RT-4,ACTIVE,06/13/05,,0,A5655,05/11/05
2,C1-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,06/13/05,,0,14822,05/11/05
1,B2-3,ACTIVE,08/04/11,,0,,
2,C1-2,ACTIVE,06/13/05,,0,14663,05/11/05
1,B3-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,06/13/05,,0,A5668,05/11/05
4,RT-4,ACTIVE,06/13/05,,0,14477,05/11/05
4,RT-4,ACTIVE,06/13/05,,0,14639,05/11/05
4,RS-3,ACTIVE,06/13/05,,0,A5651,05/11/05
1,B3-1,ACTIVE,,,0,,
3,M1-2,ACTIVE,08/04/11,,0,,
3,M1-1,ACTIVE,,,0,,
4,RS-2,ACTIVE,06/13/05,,0,A5650,05/11/05
4,RT-4,ACTIVE,06/13/05,,0,14623,05/11/05
2,C2-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,06/13/05,,0,A5667,05/11/05
3,M1-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,06/14/05,,0,A5722,05/11/05
4,RT-4,ACTIVE,06/14/05,,0,14815,05/11/05
2,C1-2,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
4,RS-1,ACTIVE,06/13/05,,0,A5671,05/11/05
7,DX-3,ACTIVE,01/12/05,,0,A5507,12/16/04
9,DR-5,ACTIVE,,,0,,
5,PD 883,ACTIVE,06/13/05,R,883,14807,05/11/05
4,RS-3,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,06/14/05,,0,A5723,05/11/05
4,RT-4,ACTIVE,06/14/05,,0,14816,05/11/05
2,C1-2,ACTIVE,,,0,,
1,B1-1,ACTIVE,06/14/05,,0,A5657,05/11/05
3,M1-1,ACTIVE,03/12/04,,0,,
2,C1-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
3,M1-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,06/14/05,,0,A5658,05/11/05
3,M1-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,06/14/05,,0,14870,05/11/05
1,B3-1,ACTIVE,,,0,,
1,B2-3,ACTIVE,06/14/05,,0,14750,05/11/05
1,B3-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,06/14/05,,0,14854,05/11/05
1,B3-3,ACTIVE,06/14/05,,0,14876,05/11/05
1,B3-1,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
2,C2-1,ACTIVE,06/14/05,,0,14846,05/11/05
2,C1-1,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,06/14/05,,0,14855,05/11/05
4,RT-4,ACTIVE,06/14/05,,0,14732,05/11/05
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-3,ACTIVE,06/15/05,,0,14858,05/11/05
1,B3-3,ACTIVE,06/15/05,,0,,
1,B1-2,ACTIVE,,,0,,
1,B1-2,ACTIVE,06/15/05,,0,A5692,05/11/05
4,RT-3.5,ACTIVE,06/15/05,,0,14860,05/11/05
4,RS-2,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
4,RS-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
12,POS-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-3,ACTIVE,,,0,,
4,RM-4.5,ACTIVE,06/21/05,,0,A5683,05/11/05
4,RT-3.5,ACTIVE,06/22/05,,0,14866,05/11/05
4,RM-5,ACTIVE,06/22/05,,0,14841,05/11/05
1,B2-2,ACTIVE,06/22/05,,0,14865,05/11/05
12,POS-2,ACTIVE,06/22/05,,0,,
5,PD 682,ACTIVE,,R,682,,
12,POS-1,ACTIVE,06/22/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-1,ACTIVE,06/22/05,,0,,
12,POS-1,ACTIVE,05/13/05,,0,,
12,POS-1,ACTIVE,03/15/05,,0,,
3,M2-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
7,DX-5,ACTIVE,12/28/04,,0,,
4,RS-3,ACTIVE,,,0,,
2,C1-2,ACTIVE,06/17/05,,0,14275,05/11/05
1,B3-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
1,B3-3,ACTIVE,07/22/03,,0,13913,06/04/03
1,B1-1,ACTIVE,,,0,,
9,DR-3,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
5,PD 251,ACTIVE,,R,251,,
12,POS-2,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-1,ACTIVE,06/09/05,,0,,
12,POS-2,ACTIVE,02/10/05,,0,,
12,POS-1,ACTIVE,03/28/05,,0,,
3,M2-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
12,POS-1,ACTIVE,06/06/05,,0,,
12,POS-1,ACTIVE,06/06/05,,0,,
12,POS-2,ACTIVE,06/07/05,,0,,
3,M1-1,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/07/05,,0,,
2,C1-1,ACTIVE,,,0,,
4,RS-2,ACTIVE,,,0,,
4,RS-2,ACTIVE,,,0,,
4,RS-1,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/08/05,,0,,
1,B3-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,10/27/08,,0,,
12,POS-1,ACTIVE,06/08/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/08/05,,0,,
4,RT-4,ACTIVE,,,0,,
12,POS-1,ACTIVE,02/25/05,,0,,
4,RT-4,ACTIVE,06/17/05,,0,14740,05/11/05
2,C2-2,ACTIVE,03/31/04,,0,14179,02/11/04
4,RT-3.5,ACTIVE,06/17/05,,0,14828,05/11/05
9,DR-7,ACTIVE,06/20/05,,0,A5662,05/11/05
5,PD 744,ACTIVE,06/17/05,R,744,12890,05/17/00
7,DX-3,ACTIVE,06/20/05,,0,A5661,05/11/05
4,RT-3.5,ACTIVE,06/20/05,,0,14902,05/11/05
1,B3-1,ACTIVE,05/12/10,,0,17020,04/14/10
4,RT-4,ACTIVE,06/21/05,,0,A4664,06/27/01
4,RM-5,ACTIVE,03/12/03,,0,,
4,RM-5,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
4,RM-4.5,ACTIVE,06/21/05,,0,A5685,05/11/05
4,RT-3.5,ACTIVE,06/21/05,,0,14877,05/11/05
4,RM-5,ACTIVE,06/22/05,,0,14862,05/11/05
4,RM-5,ACTIVE,06/22/05,,0,14760,05/11/05
12,POS-2,ACTIVE,06/22/05,,0,,
1,B3-1,ACTIVE,06/23/05,,0,A5678,05/11/05
4,RT-4,ACTIVE,06/23/05,,0,14856,05/11/05
2,C1-1,ACTIVE,06/04/03,,0,13836,01/16/03
2,C1-2,ACTIVE,07/15/05,,0,14927,06/08/05
4,RS-3,ACTIVE,07/15/05,,0,14924,06/08/05
1,B1-1,ACTIVE,,,0,,
3,M1-3,ACTIVE,,,0,,
5,PD974,ACTIVE,07/15/05,R,0,14809,06/08/05
1,B3-2,ACTIVE,07/18/05,,0,14906,06/08/05
4,RM-4.5,ACTIVE,08/01/05,,0,14987,06/29/05
4,RT-4,ACTIVE,,,0,,
1,B3-3,ACTIVE,07/21/05,,0,14938,06/08/05
2,C1-1,ACTIVE,,,0,,
4,RT-4,ACTIVE,07/25/05,,0,A5732,06/08/05
2,C1-2,ACTIVE,07/25/05,,0,14941,06/08/05
5,PD 1165,ACTIVE,08/13/10,I,1165,15614,06/30/10
3,M1-1,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/03/05,,0,,
3,M3-3,ACTIVE,,,0,,
