ZONE_TYPE,ZONE_CLASS,EDIT_STATU,EDIT_DATE,PD_PREFIX,PD_NUM,ORDINANCE_,ORDINANCE1
4,RT-3.5,ACTIVE,09/21/06,,0,A5950,07/26/06
4,RS-1,ACTIVE,10/11/06,,0,A5954,07/26/06
4,RT-4,ACTIVE,09/21/06,,0,14714,01/11/06
2,C1-3,ACTIVE,09/21/06,,0,15036,03/29/06
4,RS-3,ACTIVE,,,0,,
1,B2-2,ACTIVE,02/09/07,,0,15661,06/28/06
5,PD 1018,ACTIVE,10/10/06,RB,1018,15360,06/28/06
1,B3-5,ACTIVE,,,0,,
4,RT-4,ACTIVE,09/21/06,,0,,
2,C1-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,04/14/10,,0,A7582,03/10/10
4,RM-5.5,ACTIVE,05/30/07,,0,A5582,12/13/06
4,RM-5.5,ACTIVE,05/30/07,,0,A5583,12/13/06
5,PD 641,ACTIVE,05/30/07,RBT,641,A7058,12/13/06
5,PD 1052,ACTIVE,05/30/07,RB,1052,15860,03/14/07
4,RS-2,ACTIVE,,,0,,
2,C2-2,ACTIVE,12/20/02,,0,A4912,
3,M1-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,02/28/07,,0,15805,09/13/06
2,C1-3,ACTIVE,,,0,,
1,B3-2,ACTIVE,09/21/06,,0,15648,07/26/06
4,RS-3,ACTIVE,08/04/06,,0,16551,06/28/06
1,B3-2,ACTIVE,04/14/10,,0,A7583,03/10/10
5,PD 1006,ACTIVE,06/27/06,RC,1006,15096,02/08/06
2,C1-1,ACTIVE,,,0,,
11,T,ACTIVE,05/30/07,,0,15925,12/13/06
4,RM-5.5,ACTIVE,05/30/07,,0,A5584,12/13/06
3,M1-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
1,B3-1,ACTIVE,03/08/07,,0,A5825,11/01/05
4,RT-3.5,ACTIVE,03/08/07,,0,15775,09/13/06
1,B2-2,ACTIVE,09/19/06,,0,15311,03/01/06
4,RS-3,ACTIVE,09/21/06,,0,,
4,RT-3.5,ACTIVE,09/21/06,,0,15372,03/01/06
4,RT-4,ACTIVE,06/21/07,,0,A7070,04/11/07
4,RT-4,ACTIVE,01/27/03,,0,13800,
4,RS-3,ACTIVE,05/05/08,,0,,
5,PD 729,ACTIVE,,R,729,,
1,B3-5,ACTIVE,04/14/10,,0,16995,03/10/10
4,RT-4,ACTIVE,07/19/06,,0,15482,04/26/06
1,B3-2,ACTIVE,05/06/08,,0,,
4,RS-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
4,RM-5,ACTIVE,09/21/06,,0,,
4,RS-3,ACTIVE,10/27/04,,0,A5403,08/26/04
4,RM-5,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
4,RT-4,ACTIVE,09/21/06,,0,,
1,B2-2,ACTIVE,03/06/07,,0,A7020,12/13/06
3,M1-2,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,06/18/07,,0,A7099,05/09/07
1,B3-1,ACTIVE,03/21/08,,0,,
4,RS-2,ACTIVE,06/18/07,,0,A7066,05/09/07
4,RS-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,09/13/07,,0,16218,07/19/07
4,RT-3.5,ACTIVE,09/13/07,,0,16217,07/19/07
5,PD 961,ACTIVE,04/14/10,RB,961,16833,03/10/10
1,B3-1,ACTIVE,06/21/07,,0,16098,05/09/07
4,RM-5,ACTIVE,06/21/07,,0,16090,05/09/07
4,RT-4,ACTIVE,06/21/07,,0,A7119,05/09/07
1,B2-2,ACTIVE,06/21/07,,0,16094,05/09/07
4,RT-4,ACTIVE,06/21/07,,0,16104,05/09/07
3,M2-2,ACTIVE,06/21/07,,0,16111,05/09/07
1,B1-2,ACTIVE,,,0,,
1,B1-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,12/04/07,,0,,
4,RT-4A,ACTIVE,03/19/07,,0,A6080,11/01/06
2,C2-3,ACTIVE,,,0,,
4,RT-3.5,ACTIVE,09/21/06,,0,A5907,07/26/06
4,RS-3,ACTIVE,07/19/07,,0,16179,05/23/07
1,B3-1,ACTIVE,10/02/07,,0,,
1,B3-5,ACTIVE,05/18/07,,0,,
1,B3-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
1,B3-2,ACTIVE,09/19/06,,0,A5842,07/26/06
3,M1-2,ACTIVE,,,0,,
2,C2-3,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
2,C2-2,ACTIVE,08/07/06,,0,15654,06/28/06
4,RS-3,ACTIVE,08/04/06,,0,15655,06/28/06
12,POS-1,ACTIVE,02/28/05,,0,,
5,PD 40,ACTIVE,04/14/10,R,40,16563,03/10/10
5,PD 1081,ACTIVE,11/29/07,R,1081,16140,10/31/07
1,B3-1,ACTIVE,05/27/09,,0,,
1,B1-2,ACTIVE,12/03/07,,0,,
1,B3-2,ACTIVE,04/14/10,,0,17013,03/10/10
1,B3-2,ACTIVE,09/21/06,,0,,
4,RS-2,ACTIVE,03/16/07,,0,,
4,RS-3,ACTIVE,04/05/06,,0,,
1,B1-2,ACTIVE,01/22/08,,0,A6099,01/11/07
1,B3-2,ACTIVE,,,0,,
7,DX-5,ACTIVE,01/25/08,,0,,
5,PD 830,ACTIVE,07/28/10,I,830,16938,06/30/10
4,RM-4.5,ACTIVE,06/27/07,,0,16033,05/09/07
5,PD 1071,ACTIVE,10/01/07,R,1071,15976,07/19/07
1,B2-3,ACTIVE,07/16/07,,0,15985,05/23/07
1,B1-2,ACTIVE,,,0,,
1,B3-3,ACTIVE,03/16/07,,0,15350,02/08/06
4,RM-5,ACTIVE,03/16/07,,0,15005,11/30/05
4,RS-3,ACTIVE,11/14/07,,0,,
4,RT-4,ACTIVE,09/21/06,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,01/15/03,,0,13805,11/06/02
1,B3-1,ACTIVE,,,0,,
1,B3-2,ACTIVE,04/14/10,,0,17009,03/10/10
1,B3-2,ACTIVE,03/01/07,,0,A5906,09/13/06
4,RM-5,ACTIVE,03/01/07,,0,A6048,09/13/06
4,RT-4,ACTIVE,10/11/06,,0,15663,06/28/06
4,RS-2,ACTIVE,09/19/06,,0,A5718,05/24/06
4,RM-4.5,ACTIVE,04/14/10,,0,17006,03/10/10
2,C1-1,ACTIVE,07/28/10,,0,17046,06/30/10
7,DX-7,ACTIVE,,,0,,
2,C1-2,ACTIVE,11/03/06,,0,,
4,RS-3,ACTIVE,09/19/06,,0,A5898,03/29/06
1,B3-2,ACTIVE,09/21/06,,0,15608,07/26/06
1,B3-2,ACTIVE,09/10/10,,0,,
1,B3-2,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
12,POS-1,ACTIVE,05/06/08,,0,,
4,RM-5.5,ACTIVE,07/19/07,,0,,
4,RS-1,ACTIVE,09/25/07,,0,A7132,07/19/07
1,B3-1,ACTIVE,07/08/08,,0,,
2,C1-1,ACTIVE,,,0,,
1,B2-2,ACTIVE,09/21/06,,0,,
1,B3-2,ACTIVE,07/28/10,,0,17060,06/30/10
1,B1-1,ACTIVE,04/14/10,,0,17000,03/10/10
4,RS-3,ACTIVE,09/21/06,,0,A5938,07/26/06
1,B3-2,ACTIVE,07/28/06,,0,A5224,07/29/03
4,RM-5,ACTIVE,08/04/06,,0,A5310,
1,B1-2,ACTIVE,08/04/06,,0,,
12,POS-2,ACTIVE,11/16/06,,0,A5987,07/26/06
5,PD 123,ACTIVE,08/04/06,I,123,,
2,C1-1,ACTIVE,09/21/06,,0,,
2,C1-1,ACTIVE,07/30/08,,0,16627,07/09/08
5,PD 439,ACTIVE,04/14/10,WM,439,17011,03/10/10
1,B3-2,ACTIVE,08/11/08,,0,,
1,B2-5,ACTIVE,07/28/10,,0,17063,06/30/10
4,RT-4A,ACTIVE,07/28/10,,0,17064,06/30/10
3,M1-2,ACTIVE,08/12/08,,0,,
1,B3-3,ACTIVE,08/15/08,,0,,
1,B2-1.5,ACTIVE,07/28/10,,0,17069,06/30/10
2,C1-2,ACTIVE,08/25/08,,0,,
4,RS-3,ACTIVE,01/23/09,,0,,
4,RT-4,ACTIVE,10/27/10,,0,,
1,B3-1,ACTIVE,09/15/10,,0,,
10,DS-5,ACTIVE,12/29/04,,0,A5643,12/01/04
10,DS-3,ACTIVE,11/09/10,,0,17114,11/03/10
2,C1-2,ACTIVE,10/26/10,,0,,
4,RM-6.5,ACTIVE,08/29/08,,0,,
4,RM-5,ACTIVE,11/14/08,,0,16708,11/05/08
1,B3-3,ACTIVE,12/01/08,,0,,
5,PD 1127,ACTIVE,12/01/08,PD,1127,,
4,RT-4,ACTIVE,12/31/08,,0,,
5,PD 38,ACTIVE,01/05/09,PD,38,,12/30/65
4,RS-3,ACTIVE,01/15/09,,0,,
2,C1-2,ACTIVE,01/21/09,,0,,
4,RM-6.5,ACTIVE,,,0,,
6,C1-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/24/05,,0,,
6,C1-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/24/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/24/05,,0,,
12,POS-1,ACTIVE,02/24/05,,0,,
12,POS-2,ACTIVE,02/24/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/03/05,,0,,
4,RS-3,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,02/25/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/03/05,,0,,
1,B3-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/03/05,,0,,
4,RM-5,ACTIVE,,,0,,
4,RS-3,ACTIVE,05/12/05,,0,14795,04/06/05
5,PD 23,ACTIVE,,,23,,
12,POS-1,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/15/05,,0,,
12,POS-1,ACTIVE,06/06/05,,0,,
4,RS-1,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
1,B3-2,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
4,RM-6,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
9,DR-10,ACTIVE,,,0,,
7,DX-12,ACTIVE,,,0,,
4,RM-6,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/16/05,,0,,
12,POS-2,ACTIVE,03/02/05,,0,,
1,B3-1,ACTIVE,,,0,,
2,C2-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
4,RM-5,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/03/05,,0,,
12,POS-2,ACTIVE,11/21/03,,0,A4819,11/05/03
12,POS-2,ACTIVE,01/12/05,,0,14691,12/16/04
5,PD 79,ACTIVE,,R,79,,
4,RT-4,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/03/05,,0,,
12,POS-2,ACTIVE,11/29/04,,0,14377,10/28/04
12,POS-1,ACTIVE,05/26/05,,0,,
12,POS-2,ACTIVE,01/12/05,,0,14691,12/16/04
4,RS-1,ACTIVE,,,0,,
2,C1-1,ACTIVE,,,0,,
4,RS-2,ACTIVE,,,0,,
4,RM-6,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
2,C2-5,ACTIVE,01/28/03,,0,13679,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/02/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/02/05,,0,,
12,POS-2,ACTIVE,02/04/05,,0,,
3,M1-1,ACTIVE,03/08/05,,0,,
4,RM-5,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
5,PD 458,ACTIVE,,RB,458,,
1,B3-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
2,C2-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
5,PD 757,ACTIVE,,CM,757,,
12,POS-2,ACTIVE,02/28/05,,0,,
5,PD 413,ACTIVE,,R,413,,
1,B3-3,ACTIVE,01/17/03,,0,13585,
5,PD 823,ACTIVE,01/19/03,R,823,13580,
4,RM-5,ACTIVE,01/26/04,,0,A5276,12/17/03
4,RM-5,ACTIVE,01/29/04,,0,A5281,12/17/03
4,RM-6,ACTIVE,,,0,,
4,RM-6,ACTIVE,01/30/04,,0,A5359,12/17/03
4,RM-6.5,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
4,RM-6,ACTIVE,,,0,,
9,DR-7,ACTIVE,,,0,,
9,DR-3,ACTIVE,11/17/04,,0,A5437,09/15/04
9,DR-7,ACTIVE,,,0,,
7,DX-12,ACTIVE,06/10/03,,0,,
7,DX-12,ACTIVE,06/10/03,,0,,
12,POS-2,ACTIVE,03/09/05,,0,,
7,DX-5,ACTIVE,11/19/04,,0,A5454,09/15/04
9,DR-3,ACTIVE,11/29/04,,0,A5439,09/15/04
12,POS-2,ACTIVE,02/28/05,,0,,
4,RT-4,ACTIVE,01/23/03,,0,13790,
4,RT-4,ACTIVE,02/25/05,,0,13790,
12,POS-2,ACTIVE,02/25/05,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/25/05,,0,,
12,POS-2,ACTIVE,02/28/05,,0,,
12,POS-2,ACTIVE,02/28/05,,0,,
12,POS-2,ACTIVE,02/28/05,,0,,
12,POS-2,ACTIVE,02/28/05,,0,,
12,POS-2,ACTIVE,02/28/05,,0,,
12,POS-2,ACTIVE,02/28/05,,0,,
12,POS-2,ACTIVE,02/28/05,,0,,
12,POS-1,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
4,RS-3,ACTIVE,12/11/03,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
1,B3-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
1,B3-5,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
9,DR-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
1,B1-3,ACTIVE,03/02/05,,0,,
4,RM-5,ACTIVE,,,0,,
9,DR-3,ACTIVE,,,0,,
5,PD 732,ACTIVE,,R,732,,
4,RM-6,ACTIVE,03/26/03,,0,,
9,DR-10,ACTIVE,03/11/03,,0,,
4,RM-6.5,ACTIVE,,,0,,
9,DR-10,ACTIVE,,,0,,
9,DR-7,ACTIVE,,,0,,
5,PD 400,ACTIVE,,B,400,,
4,RM-6.5,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RM-6,ACTIVE,,,0,,
4,RM-6,ACTIVE,,,0,,
4,RM-6,ACTIVE,,,0,,
4,RM-6,ACTIVE,,,0,,
4,RM-6.5,ACTIVE,,,0,,
4,RM-6.5,ACTIVE,,,0,,
4,RM-6.5,ACTIVE,,,0,,
4,RM-6.5,ACTIVE,,,0,,
4,RM-6.5,ACTIVE,,,0,,
9,DR-10,ACTIVE,03/11/03,,0,,
5,PD 490,ACTIVE,,IB,490,,
4,RM-6.5,ACTIVE,,,0,,
5,PD 891,ACTIVE,02/17/04,I,891,13964,12/17/03
12,POS-1,ACTIVE,03/09/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/10/05,,0,,
12,POS-2,ACTIVE,02/27/04,,0,,
4,RS-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/15/05,,0,,
12,POS-1,ACTIVE,02/17/05,,0,,
12,POS-2,ACTIVE,02/24/05,,0,,
4,RS-1,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/22/05,,0,,
12,POS-2,ACTIVE,02/24/05,,0,,
1,B1-1,ACTIVE,,,0,,
12,POS-1,ACTIVE,02/24/05,,0,,
12,POS-2,ACTIVE,02/25/05,,0,,
4,RS-2,ACTIVE,,,0,,
12,POS-1,ACTIVE,02/28/05,,0,,
12,POS-2,ACTIVE,02/28/05,,0,,
4,RT-4,ACTIVE,,,0,,
12,POS-2,ACTIVE,02/28/05,,0,,
12,POS-1,ACTIVE,03/01/05,,0,,
12,POS-1,ACTIVE,03/01/05,,0,,
12,POS-1,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/01/05,,0,,
12,POS-2,ACTIVE,03/02/05,,0,,
12,POS-2,ACTIVE,03/02/05,,0,,
12,POS-2,ACTIVE,03/02/05,,0,,
12,POS-1,ACTIVE,03/02/05,,0,,
3,M2-3,ACTIVE,,,0,,
4,RS-1,ACTIVE,,,0,,
4,RS-1,ACTIVE,,,0,,
4,RS-1,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/09/05,,0,,
12,POS-1,ACTIVE,03/10/05,,0,,
1,B3-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/16/05,,0,,
12,POS-2,ACTIVE,06/05/03,,0,A5088,02/05/03
4,RS-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,05/11/05,,0,14842,04/06/05
4,RT-4,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/16/05,,0,,
4,RS-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/16/05,,0,,
12,POS-2,ACTIVE,03/16/05,,0,,
1,B3-2,ACTIVE,03/16/05,,0,,
12,POS-2,ACTIVE,03/16/05,,0,,
5,PD 639,ACTIVE,,I,639,,
12,POS-1,ACTIVE,03/16/05,,0,,
12,POS-2,ACTIVE,03/16/05,,0,,
12,POS-2,ACTIVE,03/16/05,,0,,
4,RT-4,ACTIVE,05/11/05,,0,14794,04/06/05
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
3,M1-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
4,RM-5,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
2,C2-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
5,PD 959,ACTIVE,05/11/05,R,959,14694,04/06/05
2,C1-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
2,C1-2,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
4,RT-4,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
1,B3-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/18/05,,0,,
12,POS-1,ACTIVE,03/18/05,,0,,
4,RM-5,ACTIVE,12/11/03,,0,,
4,RM-5,ACTIVE,12/11/03,,0,,
4,RT-4,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
12,POS-2,ACTIVE,12/11/03,,0,,
12,POS-1,ACTIVE,03/18/05,,0,,
1,B3-2,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/18/05,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/18/05,,0,,
4,RT-4,ACTIVE,,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
12,POS-1,ACTIVE,04/22/05,,0,,
1,B3-2,ACTIVE,,,0,,
2,C2-3,ACTIVE,04/20/05,,0,14826,03/09/05
5,PD 949,ACTIVE,04/25/05,R,949,14597,03/09/05
4,RM-5,ACTIVE,04/20/05,,0,14419,03/09/05
4,RS-3,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,04/20/05,,0,14379,03/09/05
4,RS-3,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
5,PD 935,ACTIVE,01/05/05,R,935,A5547,09/29/04
12,POS-1,ACTIVE,03/01/05,,0,,
4,RM-5,ACTIVE,09/25/03,,0,13976,07/29/03
4,RT-4,ACTIVE,,,0,,
2,C1-2,ACTIVE,01/28/03,,0,A5034,
4,RM-5,ACTIVE,,,0,,
4,RM-6.5,ACTIVE,,,0,,
3,M1-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
3,M2-1,ACTIVE,,,0,,
2,C1-5,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
5,PD 247,ACTIVE,,I,247,,
1,B3-2,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B2-3,ACTIVE,04/28/05,,0,14752,03/09/05
4,RT-4,ACTIVE,,,0,,
4,RM-5,ACTIVE,04/28/05,,0,14770,03/09/05
4,RT-4,ACTIVE,04/29/05,,0,14786,03/09/05
5,PD 904,ACTIVE,06/04/04,RB,904,14065,03/31/04
10,DS-5,ACTIVE,05/13/05,RB,904,,
4,RM-5,ACTIVE,04/27/05,,0,14769,03/09/05
4,RM-5,ACTIVE,,,0,,
4,RM-5,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
5,PD 603,ACTIVE,,R,603,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B1-3,ACTIVE,,,0,,
2,C2-1,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/22/05,,0,,
12,POS-1,ACTIVE,03/22/05,,0,,
4,RS-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/23/05,,0,,
12,POS-1,ACTIVE,03/22/05,,0,,
5,PD 21,ACTIVE,,,21,,
4,RT-4,ACTIVE,05/26/04,,0,14156,03/31/04
1,B3-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/23/05,,0,,
12,POS-2,ACTIVE,03/23/05,,0,,
1,B3-2,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/22/05,,0,,
4,RS-3,ACTIVE,,,0,,
1,B1-3,ACTIVE,,,0,,
5,PD 951,ACTIVE,04/25/05,R,951,14733,03/09/05
12,POS-2,ACTIVE,03/22/05,,0,,
12,POS-2,ACTIVE,03/22/05,,0,,
12,POS-1,ACTIVE,03/23/05,,0,,
2,C1-1,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/22/05,,0,,
1,B3-5,ACTIVE,03/23/05,,0,14438,
1,B3-3,ACTIVE,03/24/05,,0,A4603,06/27/01
1,B1-2,ACTIVE,04/25/05,,0,A5484,03/09/05
12,POS-2,ACTIVE,03/25/05,,0,,
12,POS-2,ACTIVE,03/25/05,,0,,
1,B3-2,ACTIVE,03/25/05,,0,,
3,M1-1,ACTIVE,03/25/05,,0,,
1,B3-3,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/29/05,,0,,
1,B3-2,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/29/05,,0,,
4,RM-6,ACTIVE,,,0,,
12,POS-2,ACTIVE,04/22/05,,0,,
4,RM-5,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/29/05,,0,,
12,POS-1,ACTIVE,03/29/05,,0,,
4,RM-5,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
1,B3-1,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/29/05,,0,,
4,RT-4,ACTIVE,,,0,,
12,POS-1,ACTIVE,03/29/05,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
4,RT-4,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
12,POS-2,ACTIVE,04/23/04,,0,,
2,C3-2,ACTIVE,01/19/05,,0,MA-75,12/16/04
1,B1-3,ACTIVE,,,0,,
5,PD 66,ACTIVE,,R,66,,
4,RM-5,ACTIVE,,,0,,
5,PD 57,ACTIVE,,R,57,,
12,POS-2,ACTIVE,06/06/05,,0,,
12,POS-1,ACTIVE,01/15/03,,0,13768,
12,POS-2,ACTIVE,06/06/05,,0,,
12,POS-1,ACTIVE,06/06/05,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
4,RS-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,03/30/05,,0,,
3,M1-1,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
3,M1-1,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
2,C1-2,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
1,B3-2,ACTIVE,,,0,,
5,PD 828,ACTIVE,01/14/03,I,828,A4880,
5,PD 812,ACTIVE,07/13/04,I,812,A4681,02/06/02
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RT-4,ACTIVE,,,0,,
4,RS-3,ACTIVE,,,0,,
1,B1-2,ACTIVE,,,0,,
12,POS-1,ACTIVE,06/06/05,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
2,C1-3,ACTIVE,,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
4,RM-5,ACTIVE,,,0,,
1,B3-3,ACTIVE,,,0,,
1,B2-3,ACTIVE,11/02/07,,0,16297,09/27/07
12,POS-2,ACTIVE,06/06/05,,0,,
12,POS-2,ACTIVE,06/06/05,,0,,
4,RM-5,ACTIVE,,,0,,
12,POS-2,ACTIVE,05/28/04,,0,14213,03/31/04
2,C1-3,ACTIVE,,,0,,
2,C1-3,ACTIVE,,,0,,
4,RM-4.5,ACTIVE,10/03/07,,0,16296,09/05/07
1,B2-3,ACTIVE,10/02/07,,0,16295,09/05/07
